6188		396.95
6189		396.95
6190		396.95
6191		396.95
6192		397.08
6193		397.08
6194		397.08
6195		397.08
6196		397.05
6197		397.05
6198		397.05
6199		397.05
6200		397.05
6201		397.05
6202		397.05
6203		397.05
6204		397.05
6205		397.00
6206		397.00
6207		397.00
6208		397.00
6209		397.00
6210		397.00
6211		397.00
6212		397.00
6213		396.95
6214		396.95
6215		396.95
6216		396.95
6217		396.95
6218		396.95
6219		398.95
6220		398.95
6221		398.95
6222		398.95
6223		398.95
6224		398.95
6225		398.95
6226		398.95
6227		398.95
6228		398.95
6229		398.95
6230		398.95
6231		398.95
6232		398.95
6233		398.95
6234		398.95
6235		398.95
6236		398.95
6237		399.05
6238		399.05
6239		399.05
6240		399.05
6241		399.05
6242		399.05
6243		399.05
6244		399.05
6245		399.05
6246		399.05
6247		399.05
6248		399.05
6249		399.05
6250		399.05
6251		399
6252		399
6253		399.05
6254		399.05
6255		399.05
6256		399.05
6257		399.05
6258		399.05
6259		399.05
6260		399.05
6261		399
6262		399
6263		399.05
6264		399.05
6265		399.05
6266		399.05
6267		399.05
6268		399.05
6269		399.05
6270		396.95
6271		396.95
6272		396.95
6273		396.95
6274		396.95
6275		396.95
6276		396.95
6277		396.95
6278		396.95
6279		396.95
6280		396.95
6281		396.95
6282		396.95
6283		396.95
6284		396.95
6285		397.05
6286		397.05
6287		397.05
6288		397.05
6289		397.05
6290		397.05
6291		397.05
6292		397.05
6293		397.05
6294		397
6295		397
6296		397
6297		397
6298		397
6299		397
6300		397
6301		397
6302		397
6303		397
6304		396.97
6305		396.97
6306		397
6307		397
6308		397
6309		397.05
6310		397.05
6311		397.05
6312		399
6313		399
6314		399
6315		399
6316		399
6317		399
6318		399
6319		399
6320		399
6321		399
6322		399.05
6323		399.05
6324		399
6325		399
6326		399
6327		399
6328		399
6329		399
6330		399
6331		399
6332		399
6333		398.9
6334		398.9
6335		398.9
6336		398.9
6337		398.9
6338		398.9
6339		398.94
6340		398.94
6341		398.94
6342		398.94
6343		398.94
6344		398.94
6345		398.94
6346		398.94
6347		398.94
6348		398.94
6349		398.95
6350		398.95
6351		398.95
6352		398.92
6353		398.92
6354		398.92
6355		398.92
6356		398.92
6357		398.92
6358		398.92
6359		399
6360		399
6361		399
6362		399
6363		399
6364		399
6365		399
6366		399
6367		399
6368		399
6369		399
6370		399
6371		399
6372		399
6373		399
6374		399
6375		399
6376		399
6377		399
6378		398.9
6379		398.9
6380		398.9
6381		398.9
6382		398.9
6383		398.9
6384		398.9
6385		398.9
6386		399.05
6387		399.05
6388		399.05
6389		399.05
6390		399.05
6391		399.05
6392		399.05
6393		399.05
6394		399.05
6395		399.05
6396		399.05
6397		399.05
6398		399.05
6399		399
6400		399
6401		399
6402		399
6403		399
6404		399
6405		398.9
6406		398.9
6407		398.9
6408		398.9
6409		398.9
6410		398.9
6411		398.9
6412		398.9
6413		398.9
6414		398.9
6415		398.9
6416		398.9
6417		398.9
6418		398.9
6419		399.05
6420		399.05
6421		399.05
6422		399.05
6423		399.05
6424		399.05
6425		399.05
6426		399.05
6427		399.05
6428		399.05
6429		399.05
6430		399.05
6431		399.05
6432		399.05
6433		399.05
6434		399.05
6435		399.05
6436		399.05
6437		399.05
6438		399.05
6439		399.05
6440		399.05
6441		399.05
6442		399.05
6443		399.05
6444		399.05
6445		399.05
6446		399.05
6447		399.05
6448		399.05
6449		399.05
6450		399.05
6451		399.05
6452		399.05
6453		399.05
6454		399.05
6455		399.05
6456		399.05
6457		399.05
6458		399.05
6459		399.05
6460		399.05
6461		399.05
6462		399.05
6463		399.05
6464		399.05
6465		399.05
6466		399.05
6467		399.05
6468		399.05
6469		399.05
6470		399.05
6471		399.05
6472		399.05
6473		399.05
6474		399.05
6475		399.05
6476		399.05
6477		399.05
6478		399.05
6479		399.05
6480		399.05
6481		399.05
6482		399.05
6483		399.05
6484		399.05
6485		399.05
6486		399.05
6487		399.05
6488		399
6489		399.05
6490		399
6491		399
6492		398.95
6493		398.95
6494		398.95
6495		398.9
6496		398.9
6497		394.9
6498		394.8
6499		394.87
6500		399.05
6501		399.05
6502		399.05
6503		399.05
6504		399.05
6505		399.05
6506		399.05
6507		399.05
6508		399.05
6509		399
6510		399
6511		399
6512		396.95
6513		396.9
6514		396.9
6515		396.9
6516		396.9
6517		396.9
6518		399.07
6519		399.07
6520		399.07
6521		399.07
6522		399.07
6523		399.07
6524		399.07
6525		399.07
6526		399.07
6527		399.07
6528		399.07
6529		399.07
6530		399.07
6531		399.07
6532		399.07
6533		399.07
6534		399.07
6535		399.07
6536		399.07
6537		399.05
6538		399.05
6539		399.05
6540		399.05
6541		399.05
6542		399.05
6543		399.05
6544		399.05
6545		399.05
6546		399.05
6547		399.05
6548		399.05
6549		399.05
6550		399.05
6551		399.05
6552		399.05
7593		400
7594		400
7595		400
7596		400
7597		400
7598		400
7599		400
7600		400
7601		400
7602		400
7603		400
7604		400
7605		400
7606		400
7607		400
7608		400
7609		400
7610		400
7611		400
7612		400
7613		400
7614		400
7615		400
7616		400
7617		400
7618		400
7619		400
7620		400
7621		400
7622		400
7623		400
7624		400
7625		400
7626		400
7627		400
7628		400
7629		400
7630		400
7631		400
7632		400
7633		400
7634		400
7635		400
7636		400
7637		400
7638		400
7639		400
7640		400
7641		400
7642		400
7643		400
7644		400
7645		400
7646		400
7647		400
7648		400
7649		400
7650		400
7651		400
7652		400
7653		400
7654		400
7655		400
7656		400
7657		400
7658		400
7659		400
7660		399.95
7661		399.95
7662		399.95
7663		399.95
7664		399.95
7665		399.95
7666		399.95
7667		399.95
7668		399.95
7669		399.95
7670		399.95
7671		400.1
7672		400.1
7673		400.1
7674		400.1
7675		400.1
7676		400.1
7677		400.1
7678		400.1
7679		400.1
7680		400.1
7681		400.1
7682		400.1
7683		400.1
7684		400.1
7685		400.1
7686		400.1
7687		400.1
7688		400.1
7689		400.1
7690		400.1
7691		400.1
7692		400.1
7693		400.1
7694		400.1
7695		400.1
7696		400.1
7697		400.1
7698		400.1
7699		400.08
7700		398.1
7701		398.1
7702		398.1
7703		398.1
7704		398.1
7705		398.1
7706		398.1
7707		398.1
7708		398.1
7709		398.1
7710		398.1
7711		398.1
7712		398.1
7713		398.1
7714		398.1
7715		398.1
7716		398.1
7717		398.1
7718		398.1
7719		398.1
7720		398.1
7721		398.1
7722		398.1
7723		398.05
7724		398.05
7725		398.05
7726		398.05
7727		398.05
7728		398.05
7729		398.05
7730		398.05
7731		398.05
7732		398.05
7733		398.05
7734		398.05
7735		498.25
7736		498.25
7737		400
7738		400
7739		400
7740		400
7741		400
7742		400
7743		400
7744		400
7745		400
7746		400
7747		400
7748		400
7749		400
7750		400
7751		400
7752		400
7753		400
7754		400
7755		400
7756		400
7757		400
7758		400
7759		400
7760		400
7761		400
7762		400
7763		400
7764		400
7765		400
7766		400
7767		400
7768		400
7769		400
7770		400
7771		400
7772		400
7773		400
7774		400
7775		400
7776		400
7777		400
7778		400
7779		400
7780		400
7781		400
7782		400
7783		400
7784		400
7785		400
7786		400
7787		400
7788		400
7789		400
7790		400
7791		400
7792		400
7793		400.05
7794		400.05
7795		400.05
7796		400.05
7797		400.05
7798		400.05
7799		400.05
7800		400.05
7801		400.05
7802		400.05
7803		400.05
7804		400.05
7805		400.05
7806		400.05
7807		400.05
7808		400.05
7809		400.05
7810		400.05
7811		400.05
7812		400.05
7813		400.05
7814		400.05
7815		400.05
7816		400.05
7817		400.05
7818		400.05
7819		400.05
7820		400.05
