6020	451	0.99167	0.00060397	0.95725	0.0012664
6023	350	0.99275	0.00059536	0.95532	0.0013679
6025	383	0.99275	0.00059536	0.95532	0.0013679
6029	435	0.99102	0.0006548	0.9541	0.0013723
6033	460	0.99158	0.00060593	0.95414	0.0013102
6038	423	0.99275	0.00047145	0.96006	0.0010336
6043	472	0.99177	0.0007823	0.9556	0.0016973
6049	484	0.99197	0.00054169	0.95861	0.001148
6059	518	0.99289	0.00046606	0.96056	0.0010289
6083	442	0.99315	0.00063671	0.94958	0.0015958
6142	265	0.98886	0.00060303	0.96118	0.0010549
6145	329	0.98403	0.00077979	0.95971	0.0011659
6170	404	0.98394	0.0008343	0.96155	0.0012216
6174	450	0.98632	0.00088395	0.962	0.0013873
6177	468	0.98743	0.00076662	0.96095	0.0012741
6179	462	0.9835	0.00087928	0.96082	0.0012842
6185	500	0.97821	0.0010128	0.96154	0.0012847
6188	489	0.98636	0.00079572	0.96384	0.001229
6192	260	0.99185	0.00070123	0.9553	0.0015307
6194	385	0.99208	0.0006812	0.95828	0.0014527
6198	492	0.99113	0.00072999	0.96008	0.00145
6200	452	0.99386	0.00057956	0.95542	0.0014479
6202	478	0.9921	0.00058875	0.9636	0.0011857
6205	473	0.98976	0.00066599	0.95975	0.0012372
6215	470	0.99213	0.00093933	0.96104	0.0019669
6221	498	0.99191	0.00064692	0.96141	0.0013301
6309	370	0.99085	0.00067025	0.9594	0.00132
6313	187	0.99381	0.0006152	0.96297	0.001407
6315	386	0.98949	0.0017344	0.96586	0.0029409
6322	498	0.98961	0.00076805	0.96373	0.0013543
6325	454	0.98641	0.00097241	0.96326	0.0015118
6331	496	0.99053	0.00064054	0.95946	0.0012429
6334	480	0.98979	0.00061657	0.96496	0.001082
6340	487	0.98606	0.00073886	0.96254	0.0011486
6387	319	0.99145	0.00041408	0.96223	0.00081414
6393	502	0.98945	0.00071095	0.96159	0.0012736
6399	482	0.98722	0.00077557	0.96246	0.001257
6410	506	0.98752	0.00075449	0.96382	0.0012143
6419	435	0.99156	0.00052253	0.95681	0.001097
6429	520	0.991	0.00051795	0.96028	0.0010176
6434	490	0.99021	0.00069474	0.95906	0.0013314
6443	480	0.9899	0.00070749	0.96106	0.0013108
6500	400	0.98984	0.00066618	0.95897	0.0012544
6506	483	0.98864	0.00059182	0.96057	0.0010375
6509	485	0.98756	0.00079561	0.96121	0.0013248
6514	494	0.98461	0.00083517	0.96287	0.0012279
6518	434	0.99449	0.00057611	0.95764	0.0014797
6527	269	0.99489	0.0005267	0.9433	0.0016023
6535	484	0.99365	0.00060465	0.95936	0.0014246
6537	481	0.98657	0.00084522	0.96	0.0013657
6541	498	0.98584	0.00092532	0.96248	0.001417
6542	478	0.98532	0.00082066	0.96182	0.0012487
7635	100	0.9941	0.00064841	0.96008	0.0015725
7637	100	0.9941	0.00064841	0.96008	0.0015725
7642	189	0.99246	0.00068588	0.95979	0.0014816
7646	360	0.99013	0.00060827	0.95598	0.0011991
7661	496	0.98896	0.0008445	0.95085	0.0016546
7699	453	0.9961	0.00072318	0.95305	0.0023113
7706	497	0.9952	0.00051838	0.95243	0.0015105
7716	485	0.99466	0.00060406	0.95393	0.0016444
7765	69	0.99518	0.00095359	0.95827	0.002609
7767	120	0.99378	0.00072542	0.96034	0.0017107
7775	324	0.99371	0.00064645	0.95851	0.0015523
7778	119	0.99426	0.0010041	0.95749	0.0025528
7781	285	0.99621	0.00084018	0.9554	0.00267
7783	486	0.99252	0.00069146	0.95472	0.0015815
7808	222	0.99506	0.00063398	0.95983	0.0016831
7813	411	0.9933	0.00075532	0.95535	0.0018072
7815	485	0.99373	0.00074843	0.9545	0.0018659
6065	277	0.99438	0.00058537	0.9432	0.0016951
6068	486	0.99505	0.00091838	0.94503	0.0027856
6084	480	0.99553	0.00049953	0.95127	0.0015261
6088	475	0.9942	0.0006038	0.95316	0.001594
6091	484	0.99292	0.00076176	0.95668	0.0017583
6099	434	0.99275	0.00072062	0.95396	0.001695
6104	57	0.99747	0.00043042	0.95794	0.0016254
6111	120	0.99309	0.00070178	0.96167	0.0015462
6115	237	0.99308	0.00064344	0.96299	0.0014013
6117	123	0.9939	0.00063679	0.96194	0.0014949
