6065	277	0.99438	0.00058537	0.9432	0.0016951
6068	486	0.99505	0.00091838	0.94503	0.0027856
6084	480	0.99553	0.00049953	0.95127	0.0015261
6088	475	0.9942	0.0006038	0.95316	0.001594
6091	484	0.99292	0.00076176	0.95668	0.0017583
6099	434	0.99275	0.00072062	0.95396	0.001695
6104	57	0.99747	0.00043042	0.95794	0.0016254
6111	120	0.99309	0.00070178	0.96167	0.0015462
6115	237	0.99308	0.00064344	0.96299	0.0014013
6117	123	0.9939	0.00063679	0.96194	0.0014949
6122	347	0.98934	0.00067569	0.95839	0.0012545
6124	473	0.98937	0.00061437	0.96127	0.0011054
6136	477	0.98596	0.00080001	0.96135	0.0012574
6140	468	0.9926	0.00057579	0.9593	0.0012711
6237	128	0.99659	0.00048107	0.94648	0.0017409
6245	313	0.99423	0.00058424	0.9443	0.001658
6248	503	0.99407	0.00055894	0.94338	0.0015816
6253	236	0.99665	0.000461	0.94459	0.0017111
6256	433	0.99353	0.00048604	0.94975	0.0012544
6263	502	0.99389	0.00047362	0.95144	0.0012379
6270	514	0.99412	0.00049006	0.9559	0.0012558
6285	62	0.99554	0.0005264	0.95872	0.0014902
6290	176	0.99303	0.00064026	0.95439	0.0015209
6292	336	0.99196	0.00068851	0.95602	0.0015026
6297	116	0.99583	0.00051062	0.95706	0.0015286
6300	248	0.99473	0.0004829	0.95384	0.001332
6306	486	0.99108	0.00055736	0.95597	0.0011587
6348	473	0.99096	0.00062985	0.96056	0.0012391
6355	469	0.99443	0.00046662	0.95472	0.0012418
6359	137	0.99399	0.0005802	0.96152	0.0013753
6367	268	0.99341	0.00061663	0.95562	0.0014904
6375	468	0.99189	0.00059059	0.9573	0.0012713
6378	445	0.9911	0.00063868	0.95854	0.0012922
6451	221	0.99552	0.00053108	0.94738	0.0016692
6459	420	0.99514	0.00037647	0.94916	0.0011223
6465	485	0.99266	0.00056646	0.95399	0.0013214
6473	489	0.99432	0.00050943	0.95255	0.0013716
6486	184	0.99435	0.00054555	0.95611	0.0014143
6489	358	0.99241	0.00069985	0.95467	0.0015936
6490	478	0.99093	0.00054964	0.95624	0.001134
6496	446	0.9901	0.00058134	0.95971	0.0011046
6524	294	0.99532	0.00053682	0.94718	0.0016485
6535	484	0.99365	0.00060465	0.95936	0.0014246
6545	408	0.9931	0.00060063	0.94269	0.0015828
6548	477	0.99258	0.00061356	0.95005	0.0014688
6550	475	0.99196	0.00058433	0.95423	0.0013006
7593	88	0.99575	0.00047442	0.95457	0.0014371
7608	180	0.99469	0.00057536	0.95635	0.0015362
7611	365	0.99319	0.00047352	0.95206	0.0011683
7625	494	0.99122	0.00048354	0.94584	0.0011087
7671	426	0.99532	0.00059508	0.93782	0.0019661
7679	500	0.9961	0.00045989	0.94211	0.0016204
7684	518	0.99484	0.00054039	0.94426	0.0016345
7729	67	0.99876	0.00045767	0.95296	0.0025938
7735	161	0.99493	0.00064527	0.94928	0.0018797
7737	315	0.99538	0.00049364	0.94924	0.0015097
7741	132	0.99686	0.00073994	0.94904	0.0027553
7753	274	0.99653	0.00078967	0.95142	0.002734
7757	481	0.99427	0.0005658	0.95146	0.001524
7796	218	0.9968	0.00051665	0.94591	0.0019457
7798	411	0.99592	0.00050154	0.94386	0.0017079
7805	489	0.99734	0.00046821	0.94822	0.0018957
