Run     peak curr       charge       yield         err
6020		30.750000		36.857696		229.407329		2.721798
6021		30.750000		65.241921		226.310182		2.031793


6022		40.750000		67.454562		36.364239		0.788990
6026		40.750000		76.708042		36.064231		0.736772


6023		50.750000		60.484877		140.968775		1.669263
6024		45.750000		36.797804		141.341726		2.136032
6025		45.750000		47.571863		137.896263		1.855601


6027		40.750000		98.717888		37.045243		0.660234
6028		40.750000		40.000891		37.250444		1.040065


6029		18.250000		3.827805		227.111557		8.398588
6030		16.250000		36.813517		235.957187		2.753806
6031		16.250000		27.091444		236.622531		3.214078
6032		16.250000		26.836762		242.554319		3.269710


6033		35.750000		49.499992		143.457070		1.860766
6034		35.750000		48.833685		147.548071		1.900054
6035		35.750000		46.474912		141.274345		1.905593
6036		35.750000		31.879594		148.573786		2.359652


6038		18.250000		59.179409		149.885732		1.734494
6039		18.250000		55.978876		152.349432		1.797985
6040		18.250000		51.678822		155.176973		1.888579
6041		18.250000		35.567900		145.699411		2.205858
6042		18.250000		43.269446		144.624121		1.992542


6043		10.250000		21.919423		232.370849		3.552100
6044		10.250000		31.574368		248.569867		3.061017
6045		10.250000		9.001381		236.514763		5.592209

6046		40.750000		94.596227		39.383067		0.700455


6049		6.250000		3.405012		285.400015		9.921332
6050		6.250000		12.946513		258.090647		4.838515
6051		6.250000		10.067654		274.912536		5.663186
6052		6.250000		19.189578		265.906049		4.033744
6053		6.250000		9.101359		241.322632		5.580180
6054		7.250000		58.690405		250.746219		2.247964
6055		7.250000		12.113766		263.002508		5.067824


6056		40.750000		109.917752		39.694929		0.653797
6057		40.750000		110.448139		38.480867		0.642173
6058		40.750000		84.077318		38.570047		0.736876


6059		12.250000		44.754460		154.946433		2.018043
6060		12.250000		46.431161		154.664913		1.979470
6061		13.750000		48.325936		158.515078		1.969587
6062		13.750000		15.049259		158.271139		3.526947
6063		13.750000		52.136503		151.404692		1.853337
6064		13.750000		47.702872		155.868525		1.965905


6065		50.750000		172.379969		54.908970		0.612973
6066		50.750000		97.735591		56.617275		0.827014


6067		40.750000		109.102535		19.292388		0.451384


6068		45.750000		47.837815		116.259690		1.706889
6070		45.750000		46.137501		121.788635		1.778695
6071		45.750000		36.014492		115.054484		1.956763


6080		40.750000		124.187208		22.938867		0.462046


6081		28.750000		12.513219		138.236027		3.629317


6082		49.250000		126.121760		59.793942		0.752959
6083		48.750000		147.715209		63.499723		0.716734


6084		36.750000		122.151149		72.084859		0.841473
6085		36.750000		43.862934		66.670960		1.350475
6086		36.750000		107.004751		72.325644		0.900664


6087		40.750000		150.021950		24.135999		0.433303


6088		16.750000		36.739464		146.166421		2.179223
6089		16.750000		37.956210		157.401842		2.224886
6090		16.750000		36.647785		157.459891		2.264672


6091		9.750000		32.233662		167.424476		2.471361
6093		9.750000		29.524678		176.102457		2.647708
6094		9.750000		3.758060		165.112291		7.185590
6095		9.750000		3.509494		143.622069		6.936160
6096		9.750000		22.600710		172.084193		2.992203


6097		40.750000		17.613020		25.182934		1.290161
6098		40.750000		108.445116		28.303031		0.551213


