run TLT Err Rate Peak current (3 uA)
6018	0.97581	0.00130	457.96619	30.25000
6019	0.97521	0.00124	458.85689	30.75000
6020	0.97692	0.00140	458.86575	30.75000
6021	0.97594	0.00107	458.65867	30.75000
6022	0.99419	0.00060	90.34751	40.75000
6023	0.96812	0.00247	450.86813	50.75000
6024	0.97200	0.00229	393.20125	45.75000
6025	0.97478	0.00166	393.74166	45.75000
6026	0.99403	0.00059	90.16075	40.75000
6027	0.99173	0.00060	157.40083	40.75000
6028	0.99257	0.00089	157.42140	40.75000
6029	0.97546	0.00354	482.26093	18.25000
6030	0.97964	0.00105	435.73821	16.25000
6031	0.98185	0.00106	431.17816	16.25000
6032	0.98165	0.00107	432.59197	16.25000
6033	0.97365	0.00140	487.11313	35.75000
6034	0.97588	0.00140	487.41051	35.75000
6035	0.97170	0.00152	485.87059	35.75000
6036	0.97538	0.00168	486.61854	35.75000
6038	0.98019	0.00080	428.18051	18.25000
6039	0.98212	0.00077	428.42946	18.25000
6040	0.98011	0.00085	428.14045	18.25000
6041	0.98217	0.00097	428.40413	18.25000
6042	0.98212	0.00088	428.10707	18.25000
6043	0.98150	0.00094	472.82692	10.25000
6044	0.98151	0.00078	473.49769	10.25000
6045	0.98246	0.00142	473.10622	10.25000
6046	0.98933	0.00069	273.76563	40.75000
6049	0.98060	0.00188	482.15156	6.25000
6050	0.98101	0.00095	482.88594	6.25000
6051	0.98238	0.00104	483.44835	6.25000
6052	0.98216	0.00076	481.67200	6.25000
6053	0.98103	0.00113	482.22978	6.25000
6054	0.97924	0.00051	558.32797	7.25000
6055	0.97859	0.00113	560.59562	7.25000
6056	0.98210	0.00082	469.22625	40.75000
6057	0.98213	0.00082	469.77940	40.75000
6058	0.98347	0.00090	469.36361	40.75000
6059	0.98143	0.00072	483.22870	12.25000
6060	0.98015	0.00073	483.81597	12.25000
6061	0.97808	0.00080	538.82062	13.75000
6062	0.97749	0.00145	539.42084	13.75000
6063	0.98035	0.00073	539.57653	13.75000
6064	0.97902	0.00079	539.87601	13.75000
6065	0.97470	0.00090	300.41195	50.75000
6066	0.96911	0.00129	310.92723	50.75000
6067	0.99535	0.00043	66.56180	40.75000
6068	0.97291	0.00163	494.91605	45.75000
6070	0.96912	0.00177	492.64727	45.75000
6071	0.97149	0.00192	492.95633	45.75000
6080	0.99371	0.00046	100.54319	40.75000
6081	0.97703	0.00232	484.92739	28.75000
6082	0.96809	0.00114	457.30990	49.25000
6083	0.96747	0.00105	451.34213	48.75000
6084	0.97508	0.00087	485.92103	36.75000
6085	0.97592	0.00144	486.78955	36.75000
6086	0.97280	0.00098	489.21792	36.75000
6087	0.99171	0.00049	163.93347	40.75000
6088	0.97994	0.00098	486.50519	16.75000
6089	0.98000	0.00096	487.17028	16.75000
6090	0.97953	0.00098	486.76741	16.75000
6091	0.98099	0.00077	486.87623	9.75000
6093	0.98226	0.00077	481.21255	9.75000
6094	0.98005	0.00233	480.44300	9.75000
6095	0.98045	0.00237	484.56066	9.75000
6096	0.98121	0.00091	486.19376	9.75000
6097	0.98635	0.00221	284.91801	40.75000
6098	0.98745	0.00071	284.40322	40.75000
6099	0.98018	0.00089	440.47084	20.25000
6101	0.97899	0.00117	442.35961	20.25000
6102	0.98217	0.00073	443.54085	20.25000
6103	0.97950	0.00120	442.66450	20.25000
6104	0.99301	0.00097	66.33042	35.75000
6105	0.99455	0.00064	54.93564	30.75000
6106	0.99541	0.00077	54.97778	30.75000
6109	0.99817	0.00034	19.36721	30.75000
6110	0.99824	0.00034	19.23741	30.75000
6111	0.99128	0.00103	126.57745	30.75000
6112	0.99123	0.00090	126.91807	30.75000
6114	0.99205	0.00156	127.22711	30.75000
6115	0.98805	0.00130	270.72087	35.75000
6116	0.98823	0.00138	232.62994	30.75000
6117	0.99165	0.00098	122.12662	35.75000
6118	0.99081	0.00071	143.96321	40.75000
6119	0.99688	0.00048	45.13792	40.75000
6120	0.99632	0.00064	45.02076	40.75000
6121	0.98879	0.00136	149.83808	40.75000
6122	0.96081	0.00172	409.44466	51.25000
6123	0.97876	0.00091	375.11163	50.75000
6124	0.98049	0.00093	481.50795	34.25000
6125	0.97927	0.00099	484.07719	34.75000
6126	0.97983	0.00199	361.99544	51.25000
6127	0.99580	0.00070	81.31850	40.75000
6128	0.99584	0.00047	81.12422	40.75000
6129	0.99384	0.00121	146.92473	40.75000
6130	0.99339	0.00115	146.78054	40.75000
6132	0.99366	0.00093	146.62924	40.75000
6133	0.99770	0.00077	18.92591	5.25000
6135	0.99940	0.00030	36.53149	10.25000
6136	0.98098	0.00089	482.79178	18.25000
6137	0.98040	0.00091	482.51343	18.25000
6138	0.98298	0.00089	482.38079	18.25000
6139	0.98152	0.00091	462.28619	40.75000
6140	0.97817	0.00107	483.63266	43.25000
6141	0.97651	0.00105	484.02750	43.25000
6142	0.98375	0.00283	215.17524	50.75000
6144	0.98642	0.00095	221.02239	50.75000
6145	0.97924	0.00161	418.54649	51.25000
6146	0.98126	0.00361	418.78081	51.25000
6154	0.99070	0.00083	182.35513	21.25000
6155	0.99606	0.00197	29.82812	20.75000
6170	0.98184	0.00113	408.19065	25.25000
6171	0.98491	0.00113	408.24805	25.25000
6172	0.99602	0.00065	107.24679	40.75000
6174	0.98062	0.00156	456.08993	56.25000
6175	0.97800	0.00185	455.70383	56.25000
6177	0.98005	0.00111	477.03239	30.75000
6178	0.98036	0.00106	476.75584	30.75000
6179	0.98349	0.00087	463.97243	15.25000
6180	0.98040	0.00100	464.56513	15.25000
6181	0.99065	0.00114	196.67152	40.75000
6182	0.99294	0.00093	196.55420	40.75000
6183	0.98636	0.00102	315.26802	40.75000
6184	0.98803	0.00144	346.66315	40.75000
6185	0.98126	0.00097	506.81199	9.25000
6186	0.98268	0.00078	500.72601	9.25000
6187	0.98297	0.00078	502.90663	9.25000
6188	0.98241	0.00088	493.57490	17.25000
6189	0.98239	0.00090	492.87218	17.25000
6190	0.98222	0.00091	493.45178	17.25000
6192	0.98303	0.00122	265.30601	61.75000
6193	0.98048	0.00128	265.51875	61.75000
6194	0.97762	0.00144	390.77976	46.25000
6195	0.97479	0.00215	390.21374	46.25000
6196	0.99588	0.00043	54.96068	40.75000
6197	0.99428	0.00052	103.78832	41.25000
6198	0.97806	0.00114	497.21558	30.75000
6199	0.97827	0.00110	497.56971	30.75000
6200	0.97718	0.00118	461.55422	56.25000
6201	0.97712	0.00119	461.68886	56.25000
6202	0.97962	0.00084	480.92952	30.75000
6203	0.97894	0.00086	481.36512	30.75000
6204	0.97734	0.00115	480.88264	30.75000
6205	0.98102	0.00078	475.00772	15.25000
6208	0.98162	0.00141	480.57447	15.25000
6209	0.98160	0.00069	476.07352	15.25000
6210	0.97920	0.00113	475.55660	15.25000
6211	0.99194	0.00074	192.95545	41.25000
6212	0.99103	0.00052	192.59085	41.25000
6213	0.98684	0.00081	349.56298	41.25000
6214	0.98625	0.00090	349.74798	41.25000
6215	0.98511	0.00112	470.68037	8.25000
6216	0.98319	0.00059	470.54361	8.25000
6217	0.98197	0.00112	470.90467	8.25000
6219	0.98235	0.00059	469.40026	8.25000
6220	0.98215	0.00064	469.51720	8.25000
6221	0.97773	0.00138	507.13841	17.25000
6222	0.98033	0.00084	506.53690	17.25000
6223	0.98111	0.00075	506.11941	17.25000
6224	0.98060	0.00078	506.58571	17.25000
6225	0.98084	0.00123	505.40794	17.25000
6237	0.98601	0.00100	128.50807	55.75000
6240	0.98614	0.00074	128.65541	55.75000
6241	0.98640	0.00084	128.68005	55.75000
6242	0.99709	0.00039	32.53249	40.75000
6243	0.99675	0.00046	32.50433	40.75000
6244	0.99699	0.00050	32.52696	40.75000
6245	0.97769	0.00132	321.53007	61.25000
6246	0.97979	0.00181	320.92177	61.25000
6247	0.97805	0.00145	320.78715	61.25000
6248	0.97232	0.00172	505.28291	55.75000
6249	0.97201	0.00153	506.08917	56.25000
6250	0.97133	0.00145	506.00510	56.25000
6251	0.99639	0.00040	54.17605	40.75000
6252	0.99568	0.00048	54.13938	40.75000
6253	0.98441	0.00090	240.04857	61.25000
6254	0.98150	0.00101	240.28121	61.25000
6255	0.98246	0.00096	239.98137	61.25000
6256	0.97810	0.00120	436.36563	61.25000
6257	0.97511	0.00087	436.50270	61.25000
6258	0.97601	0.00188	435.98629	61.25000
6259	0.97682	0.00103	436.36582	61.25000
6260	0.97805	0.00171	437.92628	61.25000
6261	0.99467	0.00040	95.40566	40.75000
6262	0.99480	0.00044	95.19258	40.75000
6263	0.97611	0.00129	509.29249	30.25000
6264	0.97647	0.00133	509.64376	30.25000
6265	0.97811	0.00130	511.29794	30.75000
6266	0.97668	0.00096	512.08676	30.75000
6267	0.97669	0.00122	512.35091	30.75000
6270	0.98020	0.00083	516.98529	16.25000
6271	0.98007	0.00067	516.63602	16.25000
6272	0.97910	0.00070	515.64065	16.25000
6273	0.98043	0.00100	517.97742	16.25000
6274	0.99135	0.00090	174.47785	40.75000
6275	0.99210	0.00068	174.39670	40.75000
6276	0.99260	0.00077	174.51512	40.75000
6281	0.97927	0.00083	482.96789	35.75000
6282	0.97919	0.00091	483.02591	35.75000
6284	0.97825	0.00076	483.27761	35.75000
6285	0.99316	0.00104	65.06008	61.25000
6286	0.98991	0.00065	75.92864	71.75000
6287	0.98980	0.00083	76.18220	71.75000
6288	0.99827	0.00022	16.22904	40.75000
6289	0.99824	0.00022	16.20716	40.75000
6290	0.98455	0.00097	182.10803	71.75000
6291	0.98526	0.00133	182.21294	71.75000
6292	0.97872	0.00120	347.21570	71.75000
6293	0.97850	0.00148	347.35997	71.75000
6294	0.99779	0.00041	29.87017	40.75000
6295	0.99758	0.00030	29.90788	40.75000
6296	0.99729	0.00032	29.72118	40.75000
6297	0.98941	0.00078	124.76942	61.25000
6298	0.98974	0.00105	124.61013	61.25000
6299	0.99002	0.00070	124.21124	61.25000
6300	0.98438	0.00090	250.81125	61.25000
6301	0.98328	0.00080	290.94243	71.75000
6302	0.98265	0.00083	290.77756	71.75000
6304	0.99671	0.00036	56.90002	40.75000
6305	0.99636	0.00032	56.85077	40.75000
6306	0.97741	0.00173	491.25466	50.75000
6307	0.97910	0.00084	491.83387	51.25000
6308	0.97615	0.00106	491.87940	51.25000
6309	0.97890	0.00128	377.03388	71.75000
6310	0.97990	0.00208	377.89992	71.75000
6311	0.99796	0.00047	38.99615	40.75000
6312	0.99768	0.00039	38.98631	40.75000
6313	0.98642	0.00112	191.32513	71.75000
6314	0.98595	0.00116	191.44132	71.75000
6315	0.97999	0.00134	396.42661	71.75000
6316	0.97995	0.00134	396.88475	71.75000
6317	0.99668	0.00043	77.32871	40.75000
6318	0.99639	0.00041	77.23169	40.75000
6322	0.97851	0.00122	500.51139	45.75000
6323	0.98010	0.00138	500.39769	45.75000
6325	0.98122	0.00084	455.08510	20.25000
6326	0.98077	0.00095	455.36516	20.25000
6327	0.98411	0.00096	454.93360	20.25000
6328	0.99445	0.00063	150.02310	40.75000
6329	0.99409	0.00050	149.87576	40.75000
