run	Rate	curr	pcal	hcal	hcer	aero	htrack	ptrack	TLT	boil	fadc	total	hgcer_rf_later	note fadc does not include htrig3 rate
6089	487.2	16.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9799	0.9956	0.9756	0.8531		
6090	486.8	16.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9799	0.9956	0.9757	0.8531		
6091	486.9	9.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9799	0.9975	0.9757	0.8547		
6093	481.2	9.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9802	0.9975	0.9759	0.8551		
6094	480.4	9.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9802	0.9975	0.9760	0.8552		
6095	484.6	9.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9800	0.9975	0.9758	0.8549		
6096	486.2	9.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9800	0.9975	0.9757	0.8547		
6097	284.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9876	0.9894	0.9858	0.8633		
6098	284.4	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9877	0.9894	0.9858	0.8633		
6099	440.5	20.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9817	0.9947	0.9780	0.8559		
6101	442.4	20.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9816	0.9947	0.9779	0.8558		
6102	443.5	20.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9816	0.9947	0.9778	0.8557		
6103	442.7	20.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9816	0.9947	0.9779	0.8557		
6104	66.3	35.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9960	0.9907	0.9967	0.8814		
6105	54.9	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9964	0.9920	0.9973	0.8834		
6106	55.0	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9964	0.9920	0.9973	0.8834		
6109	19.4	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9978	0.9920	0.9990	0.8862		
6110	19.2	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9978	0.9920	0.9990	0.8862		
6111	126.6	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9937	0.9920	0.9937	0.8778		
6112	126.9	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9937	0.9920	0.9937	0.8778		
6114	127.2	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9937	0.9920	0.9936	0.8778		
6115	270.7	35.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9882	0.9907	0.9865	0.8655		
6116	232.6	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9896	0.9920	0.9884	0.8696		
6117	122.1	35.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9938	0.9907	0.9939	0.8770		
6118	144.0	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9930	0.9894	0.9928	0.8742		
6119	45.1	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9968	0.9894	0.9977	0.8819		
6120	45.0	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9968	0.9894	0.9977	0.8819		
6121	149.8	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9928	0.9894	0.9925	0.8737		
6122	409.4	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9829	0.9867	0.9795	0.8513		
6123	375.1	50.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9842	0.9868	0.9812	0.8541		
6124	481.5	34.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9911	0.9759	0.8496		
6125	484.1	34.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9800	0.9910	0.9758	0.8493		
6126	362.0	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9847	0.9867	0.9819	0.8550		
6127	81.3	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9954	0.9894	0.9959	0.8790		
6128	81.1	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9954	0.9894	0.9959	0.8791		
6129	146.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9929	0.9894	0.9927	0.8739		
6130	146.8	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9929	0.9894	0.9927	0.8740		
6132	146.6	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9929	0.9894	0.9927	0.8740		
6133	18.9	5.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9978	0.9986	0.9991	0.8921		
6135	36.5	10.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9971	0.9973	0.9982	0.8896		
6136	482.8	18.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9953	0.9759	0.8531		
6137	482.5	18.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9953	0.9759	0.8531		
6138	482.4	18.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9953	0.9759	0.8531		
6139	462.3	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9809	0.9894	0.9769	0.8496		
6140	483.6	43.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9888	0.9758	0.8475		
6141	484.0	43.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9800	0.9888	0.9758	0.8474		
6142	215.2	50.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9903	0.9868	0.9892	0.8664		
6144	221.0	50.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9901	0.9868	0.9889	0.8659		
6145	418.5	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9825	0.9867	0.9791	0.8506		
6146	418.8	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9825	0.9867	0.9791	0.8506		
6154	182.4	21.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9915	0.9945	0.9909	0.8757		
6155	29.8	20.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9974	0.9946	0.9985	0.8877		
6170	408.2	25.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9829	0.9934	0.9796	0.8573		
6171	408.2	25.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9829	0.9934	0.9796	0.8573		
6172	107.2	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9944	0.9894	0.9946	0.8770		
6174	456.1	56.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9811	0.9854	0.9772	0.8467		
6175	455.7	56.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9811	0.9854	0.9772	0.8467		
6177	477.0	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9803	0.9920	0.9761	0.8507		
6178	476.8	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9803	0.9920	0.9762	0.8508		
6179	464.0	15.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9808	0.9960	0.9768	0.8552		
6180	464.6	15.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9808	0.9960	0.9768	0.8552		
6181	196.7	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9910	0.9894	0.9902	0.8701		
6182	196.6	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9910	0.9894	0.9902	0.8701		
6183	315.3	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9865	0.9894	0.9842	0.8609		
6184	346.7	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9853	0.9894	0.9827	0.8585		
6185	506.8	9.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9792	0.9976	0.9747	0.8532		
6186	500.7	9.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9794	0.9976	0.9750	0.8537		
6187	502.9	9.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9793	0.9976	0.9749	0.8535		
6188	493.6	17.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9797	0.9955	0.9753	0.8525		
6189	492.9	17.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9797	0.9955	0.9754	0.8525		
6190	493.5	17.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9797	0.9955	0.9753	0.8525		
6192	265.3	61.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9884	0.9839	0.9867	0.8600		
6193	265.5	61.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9884	0.9839	0.9867	0.8600		
6194	390.8	46.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9836	0.9880	0.9805	0.8539		
6195	390.2	46.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9836	0.9880	0.9805	0.8539		
6196	55.0	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9964	0.9894	0.9973	0.8811		
6197	103.8	41.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9945	0.9893	0.9948	0.8772		
6198	497.2	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9795	0.9920	0.9751	0.8492		
6199	497.6	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9795	0.9920	0.9751	0.8492		
6200	461.6	56.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9809	0.9854	0.9769	0.8462		
6201	461.7	56.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9809	0.9854	0.9769	0.8462		
6202	480.9	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9802	0.9920	0.9760	0.8504		
6203	481.4	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9802	0.9920	0.9759	0.8504		
6204	480.9	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9802	0.9920	0.9760	0.8505		
6205	475.0	15.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9804	0.9960	0.9762	0.8544		
6208	480.6	15.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9802	0.9960	0.9760	0.8539		
6209	476.1	15.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9804	0.9960	0.9762	0.8543		
6210	475.6	15.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9804	0.9960	0.9762	0.8543		
6211	193.0	41.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9911	0.9893	0.9904	0.8703		
6212	192.6	41.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9912	0.9893	0.9904	0.8703		
6213	349.6	41.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9852	0.9893	0.9825	0.8582		
6214	349.7	41.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9852	0.9893	0.9825	0.8582		
6215	470.7	8.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9806	0.9979	0.9765	0.8563		
6216	470.5	8.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9806	0.9979	0.9765	0.8563		
6217	470.9	8.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9805	0.9979	0.9765	0.8562		
6219	469.4	8.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9806	0.9979	0.9765	0.8564		
6220	469.5	8.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9806	0.9979	0.9765	0.8563		
6221	507.1	17.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9792	0.9955	0.9746	0.8514		
6222	506.5	17.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9792	0.9955	0.9747	0.8515		
6223	506.1	17.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9792	0.9955	0.9747	0.8515		
6224	506.6	17.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9792	0.9955	0.9747	0.8515		
6225	505.4	17.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9792	0.9955	0.9747	0.8516		
6237	128.5	55.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9936	0.9855	0.9936	0.8719		
6240	128.7	55.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9936	0.9855	0.9936	0.8719		
6241	128.7	55.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9936	0.9855	0.9936	0.8719		
6242	32.5	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9973	0.9894	0.9984	0.8828		
6243	32.5	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9973	0.9894	0.9984	0.8828		
6244	32.5	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9973	0.9894	0.9984	0.8828		
6245	321.5	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9862	0.9841	0.9839	0.8558		
6246	320.9	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9863	0.9841	0.9840	0.8559		
6247	320.8	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9863	0.9841	0.9840	0.8559		
6248	505.3	55.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9792	0.9855	0.9747	0.8430		
6249	506.1	56.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9792	0.9854	0.9747	0.8429		
6250	506.0	56.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9792	0.9854	0.9747	0.8429		
6251	54.2	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9964	0.9894	0.9973	0.8812		
6252	54.1	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9964	0.9894	0.9973	0.8812		
6253	240.0	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9893	0.9841	0.9880	0.8621		
6254	240.3	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9893	0.9841	0.9880	0.8620		
6255	240.0	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9894	0.9841	0.9880	0.8621		
6256	436.4	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9819	0.9841	0.9782	0.8470		
6257	436.5	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9819	0.9841	0.9782	0.8470		
6258	436.0	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9819	0.9841	0.9782	0.8471		
6259	436.4	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9819	0.9841	0.9782	0.8470		
6260	437.9	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9818	0.9841	0.9781	0.8469		
6261	95.4	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9949	0.9894	0.9952	0.8779		
6262	95.2	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9949	0.9894	0.9952	0.8780		
6263	509.3	30.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9791	0.9921	0.9745	0.8484		
6264	509.6	30.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9791	0.9921	0.9745	0.8484		
6265	511.3	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9790	0.9920	0.9744	0.8481		
6266	512.1	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9790	0.9920	0.9744	0.8481		
6267	512.4	30.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9790	0.9920	0.9744	0.8480		
6270	517.0	16.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9788	0.9958	0.9742	0.8509		
6271	516.6	16.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9788	0.9958	0.9742	0.8509		
6272	515.6	16.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9788	0.9958	0.9742	0.8510		
6273	518.0	16.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9788	0.9958	0.9741	0.8508		
6274	174.5	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9918	0.9894	0.9913	0.8718		
6275	174.4	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9919	0.9894	0.9913	0.8718		
6276	174.5	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9918	0.9894	0.9913	0.8718		
6281	483.0	35.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9907	0.9759	0.8492		
6282	483.0	35.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9907	0.9758	0.8492		
6284	483.3	35.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9907	0.9758	0.8492		
6285	65.1	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9960	0.9841	0.9967	0.8756		
6286	75.9	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9956	0.9813	0.9962	0.8723		
6287	76.2	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9956	0.9813	0.9962	0.8723		
6288	16.2	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9979	0.9894	0.9992	0.8841		
6289	16.2	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9979	0.9894	0.9992	0.8841		
6290	182.1	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9916	0.9813	0.9909	0.8641		
6291	182.2	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9916	0.9813	0.9909	0.8641		
6292	347.2	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9853	0.9813	0.9826	0.8515		
6293	347.4	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9853	0.9813	0.9826	0.8515		
6294	29.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9974	0.9894	0.9985	0.8830		
6295	29.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9974	0.9894	0.9985	0.8830		
6296	29.7	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9974	0.9894	0.9985	0.8831		
6297	124.8	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9937	0.9841	0.9938	0.8709		
6298	124.6	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9937	0.9841	0.9938	0.8710		
6299	124.2	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9938	0.9841	0.9938	0.8710		
6300	250.8	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9889	0.9841	0.9875	0.8612		
6301	290.9	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9874	0.9813	0.9855	0.8558		
6302	290.8	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9874	0.9813	0.9855	0.8558		
6304	56.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9963	0.9894	0.9972	0.8809		
6305	56.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9963	0.9894	0.9972	0.8809		
6306	491.3	50.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9798	0.9868	0.9754	0.8452		
6307	491.8	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9798	0.9867	0.9754	0.8450		
6308	491.9	51.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9797	0.9867	0.9754	0.8450		
6309	377.0	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9841	0.9813	0.9811	0.8492		
6310	377.9	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9841	0.9813	0.9811	0.8491		
6311	39.0	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9970	0.9894	0.9981	0.8823		
6312	39.0	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9970	0.9894	0.9981	0.8823		
6313	191.3	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9912	0.9813	0.9904	0.8634		
6314	191.4	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9912	0.9813	0.9904	0.8634		
6315	396.4	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9834	0.9813	0.9802	0.8477		
6316	396.9	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9834	0.9813	0.9802	0.8477		
6317	77.3	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9956	0.9894	0.9961	0.8793		
6318	77.2	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9956	0.9894	0.9961	0.8794		
6322	500.5	45.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9794	0.9881	0.9750	0.8456		
6323	500.4	45.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9794	0.9881	0.9750	0.8456		
6325	455.1	20.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9812	0.9947	0.9772	0.8548		
6326	455.4	20.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9811	0.9947	0.9772	0.8548		
6327	454.9	20.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9812	0.9947	0.9773	0.8548		
6328	150.0	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9928	0.9894	0.9925	0.8737		
6329	149.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9928	0.9894	0.9925	0.8737		
6331	501.2	43.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9794	0.9886	0.9749	0.8460		
6332	501.1	43.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9794	0.9886	0.9749	0.8460		
6334	483.2	21.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9945	0.9758	0.8524		
6335	483.4	21.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9945	0.9758	0.8524		
6336	482.8	21.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9945	0.9759	0.8524		
6337	484.1	21.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9800	0.9945	0.9758	0.8523		
6338	483.5	21.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9945	0.9758	0.8524		
6339	487.9	11.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9799	0.9971	0.9756	0.8543		
6340	484.6	11.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9800	0.9971	0.9758	0.8545		
6341	487.7	11.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9799	0.9971	0.9756	0.8543		
6342	488.7	11.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9799	0.9971	0.9756	0.8542		
6343	489.2	11.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9799	0.9971	0.9755	0.8542		
6344	489.4	11.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9798	0.9971	0.9755	0.8541		
6345	280.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9878	0.9894	0.9860	0.8636		
6346	280.8	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9878	0.9894	0.9860	0.8636		
6347	490.2	11.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9798	0.9971	0.9755	0.8541		
6348	477.3	24.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9803	0.9936	0.9761	0.8521		
6349	477.6	24.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9803	0.9937	0.9761	0.8522		
6350	476.9	24.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9803	0.9937	0.9762	0.8522		
6351	476.8	24.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9803	0.9937	0.9762	0.8522		
6352	108.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9943	0.9894	0.9946	0.8769		
6353	108.8	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9944	0.9894	0.9946	0.8769		
6354	108.3	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9944	0.9894	0.9946	0.8769		
6355	457.4	55.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9811	0.9855	0.9771	0.8467		
6356	496.8	60.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9796	0.9842	0.9752	0.8426		
6357	496.8	60.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9796	0.9842	0.9752	0.8426		
6358	496.9	60.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9796	0.9842	0.9752	0.8425		
6359	141.5	71.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9931	0.9815	0.9929	0.8674		
6360	141.7	71.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9931	0.9815	0.9929	0.8673		
6363	12.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9980	0.9894	0.9994	0.8844		
6364	12.7	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9980	0.9894	0.9994	0.8844		
6365	12.9	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9980	0.9894	0.9994	0.8844		
6367	279.2	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9879	0.9813	0.9860	0.8567		
6368	279.1	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9879	0.9813	0.9860	0.8567		
6370	279.1	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9879	0.9813	0.9860	0.8567		
6371	24.3	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9976	0.9894	0.9988	0.8835		
6372	24.4	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9976	0.9894	0.9988	0.8835		
6373	47.3	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9967	0.9894	0.9976	0.8817		
6374	47.2	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9967	0.9894	0.9976	0.8817		
6375	482.6	60.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9842	0.9759	0.8436		
6376	482.9	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9841	0.9759	0.8435		
6377	483.2	61.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9801	0.9841	0.9758	0.8435		
6378	450.7	27.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9813	0.9929	0.9775	0.8535		
6379	451.1	27.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9813	0.9929	0.9774	0.8535		
6380	452.5	27.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9813	0.9928	0.9774	0.8533		
6381	452.6	27.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9812	0.9928	0.9774	0.8533		
6382	92.0	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9950	0.9894	0.9954	0.8782		
6383	92.3	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9950	0.9894	0.9954	0.8782		
6385	34.8	40.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9972	0.9895	0.9983	0.8828		
6386	35.2	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9972	0.9894	0.9982	0.8826		
6387	326.6	71.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9860	0.9815	0.9837	0.8532		
6388	326.6	71.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9860	0.9815	0.9837	0.8532		
6389	35.4	40.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9972	0.9895	0.9982	0.8827		
6390	71.2	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9958	0.9894	0.9964	0.8798		
6391	71.2	40.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9958	0.9894	0.9964	0.8798		
6393	510.4	52.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9790	0.9863	0.9745	0.8433		
6394	511.4	52.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9790	0.9863	0.9744	0.8432		
6395	511.5	52.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9790	0.9863	0.9744	0.8432		
6396	511.8	52.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9790	0.9863	0.9744	0.8432		
6397	327.3	71.8	0.96	0.994	0.98	0.968	0.995	0.995	0.9860	0.9813	0.9836	0.8530		
6398	327.1	71.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9860	0.9815	0.9836	0.8531		
6399	512.0	25.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9790	0.9934	0.9744	0.8493		
6400	511.5	25.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9790	0.9934	0.9744	0.8493		
6401	511.6	25.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9790	0.9934	0.9744	0.8493		
6402	511.3	25.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9790	0.9934	0.9744	0.8493		
6403	511.9	25.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9790	0.9934	0.9744	0.8493		
6404	511.6	25.3	0.96	0.994	0.98	0.968	0.995	0.995	0.9790	0.9934	0.9744	0.8493		
